schedule_season,score_home,score_away,over_under_line,total_score,cover
2005,30.0,10.0,49.0,40.0,under
2005,31.0,14.0,42.0,45.0,over
2005,30.0,10.0,44.5,40.0,under
2005,13.0,3.0,31.5,16.0,under
2005,16.0,10.0,41.5,26.0,under
2005,7.0,20.0,37.5,27.0,under
2005,31.0,37.0,46.5,68.0,over
2005,17.0,41.0,47.0,58.0,over
2005,19.0,7.0,38.5,26.0,under
2005,44.0,24.0,46.0,68.0,over
2005,19.0,13.0,46.0,32.0,under
2005,17.0,13.0,35.0,30.0,under
2005,10.0,31.0,45.0,41.0,under
2005,20.0,17.0,37.0,37.0,push
2005,32.0,29.0,43.0,61.0,over
2005,20.0,24.0,42.0,44.0,over
2005,28.0,31.0,43.5,59.0,over
2005,20.0,14.0,33.0,34.0,over
2005,20.0,10.0,35.0,30.0,under
2005,33.0,10.0,44.0,43.0,under
2005,21.0,19.0,34.5,40.0,over
2005,35.0,17.0,33.0,52.0,over
2005,52.0,3.0,41.0,55.0,over
2005,20.0,34.0,40.5,54.0,over
2005,23.0,20.0,38.0,43.0,over
2005,14.0,12.0,32.0,26.0,under
2005,3.0,28.0,47.0,31.0,under
2005,31.0,37.0,48.0,68.0,over
2005,22.0,24.0,45.5,46.0,over
2005,16.0,3.0,33.5,19.0,under
2005,27.0,17.0,33.0,44.0,over
2005,28.0,3.0,37.5,31.0,under
2005,16.0,13.0,45.5,29.0,under
2005,28.0,20.0,44.0,48.0,over
2005,20.0,21.0,42.0,41.0,under
2005,28.0,21.0,42.5,49.0,over
2005,31.0,34.0,42.0,65.0,over
2005,14.0,27.0,50.5,41.0,under
2005,17.0,23.0,36.0,40.0,over
2005,42.0,10.0,45.5,52.0,over
2005,27.0,13.0,33.0,40.0,over
2005,23.0,31.0,44.5,54.0,over
2005,45.0,28.0,50.5,73.0,over
2005,20.0,30.0,42.5,50.0,over
2005,20.0,10.0,45.0,30.0,under
2005,10.0,6.0,32.0,16.0,under
2005,13.0,27.0,43.0,40.0,under
2005,10.0,13.0,36.0,23.0,under
2005,20.0,38.0,44.5,58.0,over
2005,23.0,20.0,46.0,43.0,under
2005,24.0,23.0,46.5,47.0,over
2005,38.0,17.0,42.0,55.0,over
2005,20.0,17.0,47.0,37.0,under
2005,13.0,10.0,45.5,23.0,under
2005,28.0,17.0,50.0,45.0,under
2005,52.0,17.0,38.0,69.0,over
2005,27.0,14.0,41.0,41.0,push
2005,38.0,13.0,44.0,51.0,over
2005,21.0,14.0,46.0,35.0,under
2005,34.0,13.0,41.0,47.0,over
2005,49.0,21.0,44.0,70.0,over
2005,13.0,19.0,32.5,32.0,under
2005,19.0,16.0,37.5,35.0,under
2005,21.0,16.0,43.5,37.0,under
2005,6.0,21.0,41.0,27.0,under
2005,36.0,0.0,41.0,36.0,under
2005,28.0,20.0,51.0,48.0,under
2005,15.0,10.0,37.0,25.0,under
2005,24.0,21.0,43.0,45.0,over
2005,25.0,34.0,46.0,59.0,over
2005,20.0,19.0,33.0,39.0,over
2005,19.0,33.0,44.0,52.0,over
2005,9.0,21.0,36.0,30.0,under
2005,20.0,14.0,39.0,34.0,under
2005,10.0,20.0,42.0,30.0,under
2005,21.0,14.0,37.5,35.0,under
2005,27.0,23.0,51.5,50.0,under
2005,10.0,17.0,39.5,27.0,under
2005,27.0,14.0,37.5,41.0,over
2005,17.0,20.0,34.5,37.0,over
2005,26.0,31.0,41.5,57.0,over
2005,6.0,24.0,42.0,30.0,under
2005,14.0,34.0,36.5,48.0,over
2005,17.0,10.0,41.0,27.0,under
2005,21.0,40.0,46.5,61.0,over
2005,25.0,33.0,42.0,58.0,over
2005,14.0,3.0,42.5,17.0,under
2005,30.0,3.0,40.5,33.0,under
2005,17.0,9.0,33.0,26.0,under
2005,29.0,21.0,40.0,50.0,over
2005,31.0,17.0,45.0,48.0,over
2005,30.0,3.0,34.0,33.0,under
2005,16.0,23.0,40.0,39.0,under
2005,21.0,24.0,45.0,45.0,push
2005,17.0,31.0,47.0,48.0,over
2005,34.0,21.0,34.5,55.0,over
2005,31.0,16.0,48.5,47.0,under
2005,36.0,35.0,34.0,71.0,over
2005,20.0,21.0,40.0,41.0,over
2005,27.0,30.0,38.0,57.0,over
2005,16.0,13.0,34.5,29.0,under
2005,13.0,3.0,34.5,16.0,under
2005,37.0,45.0,48.5,82.0,over
2005,22.0,0.0,34.5,22.0,under
2005,20.0,7.0,39.0,27.0,under
2005,27.0,0.0,41.0,27.0,under
2005,17.0,45.0,44.5,62.0,over
2005,24.0,17.0,45.0,41.0,under
2005,27.0,17.0,43.0,44.0,over
2005,48.0,10.0,42.0,58.0,over
2005,25.0,27.0,42.5,52.0,over
2005,28.0,38.0,48.0,66.0,over
2005,28.0,31.0,38.0,59.0,over
2005,13.0,16.0,42.0,29.0,under
2005,17.0,20.0,45.0,37.0,under
2005,21.0,24.0,41.0,45.0,over
2005,7.0,27.0,40.5,34.0,under
2005,17.0,24.0,41.5,41.0,under
2005,9.0,13.0,36.5,22.0,under
2005,42.0,29.0,36.5,71.0,over
2005,27.0,33.0,44.5,60.0,over
2005,26.0,16.0,51.0,42.0,under
2005,24.0,12.0,40.0,36.0,under
2005,19.0,21.0,37.0,40.0,over
2005,21.0,33.0,42.5,54.0,over
2005,19.0,14.0,41.5,33.0,under
2005,24.0,21.0,47.5,45.0,under
2005,10.0,13.0,33.0,23.0,under
2005,33.0,22.0,42.5,55.0,over
2005,17.0,23.0,44.0,40.0,under
2005,26.0,7.0,47.0,33.0,under
2005,16.0,15.0,37.0,31.0,under
2005,24.0,6.0,43.5,30.0,under
2005,19.0,7.0,32.0,26.0,under
2005,14.0,20.0,36.5,34.0,under
2005,16.0,21.0,38.0,37.0,under
2005,35.0,3.0,47.5,38.0,under
2005,31.0,27.0,47.0,58.0,over
2005,24.0,23.0,35.5,47.0,over
2005,16.0,3.0,42.5,19.0,under
2005,3.0,10.0,39.0,13.0,under
2005,17.0,10.0,41.0,27.0,under
2005,31.0,38.0,43.0,69.0,over
2005,34.0,10.0,50.5,44.0,under
2005,10.0,17.0,43.5,27.0,under
2005,9.0,24.0,45.0,33.0,under
2005,0.0,42.0,44.0,42.0,under
2005,13.0,17.0,41.5,30.0,under
2005,7.0,35.0,38.0,42.0,over
2005,10.0,20.0,37.0,30.0,under
2005,23.0,20.0,41.5,43.0,over
2005,31.0,28.0,44.0,59.0,over
2005,12.0,10.0,40.5,22.0,under
2005,16.0,13.0,37.0,29.0,under
2005,18.0,26.0,43.0,44.0,over
2005,27.0,13.0,45.5,40.0,under
2005,26.0,10.0,37.5,36.0,under
2005,23.0,26.0,40.0,49.0,over
2005,21.0,9.0,32.0,30.0,under
2005,21.0,23.0,45.0,44.0,under
2005,41.0,3.0,45.0,44.0,under
2005,13.0,10.0,44.0,23.0,under
2005,36.0,17.0,44.0,53.0,over
2005,17.0,28.0,35.0,45.0,over
2005,28.0,0.0,36.0,28.0,under
2005,27.0,17.0,45.5,44.0,under
2005,16.0,3.0,30.5,19.0,under
2005,17.0,41.0,44.0,58.0,over
2005,30.0,19.0,43.5,49.0,over
2005,17.0,26.0,51.0,43.0,under
2005,10.0,9.0,39.5,19.0,under
2005,24.0,20.0,35.5,44.0,over
2005,3.0,18.0,41.5,21.0,under
2005,10.0,27.0,40.5,37.0,under
2005,7.0,9.0,40.5,16.0,under
2005,16.0,17.0,44.0,33.0,under
2005,24.0,28.0,45.0,52.0,over
2005,35.0,7.0,36.0,42.0,over
2005,48.0,3.0,33.0,51.0,over
2005,27.0,21.0,39.5,48.0,over
2005,20.0,24.0,38.5,44.0,over
2005,27.0,37.0,44.0,64.0,over
2005,0.0,41.0,33.0,41.0,over
2005,22.0,3.0,42.5,25.0,under
2005,20.0,38.0,38.0,58.0,over
2005,20.0,7.0,49.5,27.0,under
2005,24.0,10.0,43.0,34.0,under
2005,12.0,13.0,37.5,25.0,under
2005,28.0,13.0,47.0,41.0,under
2005,20.0,24.0,42.0,44.0,over
2005,27.0,24.0,37.5,51.0,over
2005,35.0,20.0,38.0,55.0,over
2005,30.0,23.0,34.0,53.0,over
2005,17.0,24.0,31.0,41.0,over
2005,21.0,31.0,37.5,52.0,over
2005,21.0,30.0,44.0,51.0,over
2005,7.0,23.0,44.0,30.0,under
2005,11.0,44.0,42.0,55.0,over
2005,20.0,16.0,37.0,36.0,under
2005,10.0,20.0,43.0,30.0,under
2005,23.0,17.0,40.5,40.0,under
2005,17.0,13.0,43.5,30.0,under
2005,40.0,13.0,38.0,53.0,over
2005,37.0,3.0,47.0,40.0,under
2005,34.0,10.0,35.0,44.0,over
2005,26.0,28.0,37.0,54.0,over
2005,30.0,26.0,37.5,56.0,over
2005,20.0,31.0,37.0,51.0,over
2005,35.0,21.0,35.5,56.0,over
2005,20.0,17.0,37.5,37.0,under
2005,27.0,13.0,37.5,40.0,over
2005,28.0,3.0,37.5,31.0,under
2005,10.0,17.0,37.5,27.0,under
2005,17.0,31.0,44.0,48.0,over
2005,0.0,23.0,43.5,23.0,under
2005,27.0,13.0,44.0,40.0,under
2005,20.0,10.0,41.0,30.0,under
2005,21.0,29.0,31.0,50.0,over
2005,18.0,21.0,46.5,39.0,under
2005,17.0,34.0,41.0,51.0,over
2005,34.0,14.0,43.0,48.0,over
2005,21.0,10.0,47.0,31.0,under
2006,28.0,17.0,34.5,45.0,over
2006,34.0,27.0,44.0,61.0,over
2006,6.0,20.0,39.0,26.0,under
2006,14.0,19.0,36.0,33.0,under
2006,6.0,9.0,44.0,15.0,under
2006,0.0,26.0,35.0,26.0,under
2006,10.0,24.0,37.0,34.0,under
2006,24.0,17.0,36.5,41.0,over
2006,10.0,23.0,49.5,33.0,under
2006,19.0,17.0,41.0,36.0,under
2006,21.0,26.0,47.5,47.0,under
2006,18.0,10.0,46.0,28.0,under
2006,0.0,27.0,33.0,27.0,under
2006,16.0,23.0,35.0,39.0,over
2006,0.0,27.0,41.5,27.0,under
2006,16.0,19.0,35.5,35.0,under
2006,14.0,3.0,36.0,17.0,under
2006,28.0,6.0,34.0,34.0,push
2006,34.0,7.0,32.0,41.0,over
2006,34.0,17.0,40.5,51.0,over
2006,27.0,10.0,37.0,37.0,push
2006,9.0,6.0,38.0,15.0,under
2006,27.0,34.0,40.5,61.0,over
2006,43.0,24.0,47.0,67.0,over
2006,6.0,16.0,37.0,22.0,under
2006,16.0,13.0,37.5,29.0,under
2006,17.0,24.0,38.5,41.0,over
2006,24.0,30.0,42.0,54.0,over
2006,40.0,7.0,38.5,47.0,over
2006,20.0,13.0,44.5,33.0,under
2006,21.0,10.0,48.0,31.0,under
2006,9.0,0.0,36.5,9.0,under
2006,14.0,16.0,45.0,30.0,under
2006,20.0,28.0,33.0,48.0,over
2006,14.0,15.0,33.0,29.0,under
2006,24.0,31.0,41.0,55.0,over
2006,15.0,31.0,37.5,46.0,over
2006,21.0,14.0,41.5,35.0,under
2006,13.0,10.0,36.0,23.0,under
2006,16.0,19.0,35.0,35.0,push
2006,7.0,17.0,38.5,24.0,under
2006,20.0,28.0,42.0,48.0,over
2006,24.0,38.0,42.5,62.0,over
2006,42.0,30.0,43.0,72.0,over
2006,24.0,26.0,33.5,50.0,over
2006,23.0,3.0,45.0,26.0,under
2006,32.0,10.0,42.0,42.0,push
2006,16.0,13.0,33.5,29.0,under
2006,17.0,12.0,34.5,29.0,under
2006,21.0,18.0,41.0,39.0,under
2006,37.0,6.0,37.0,43.0,over
2006,13.0,38.0,46.0,51.0,over
2006,17.0,15.0,40.0,32.0,under
2006,41.0,0.0,39.5,41.0,over
2006,28.0,31.0,46.0,59.0,over
2006,21.0,24.0,33.5,45.0,over
2006,41.0,34.0,42.5,75.0,over
2006,14.0,45.0,37.0,59.0,over
2006,36.0,30.0,34.0,66.0,over
2006,31.0,9.0,49.5,40.0,under
2006,20.0,23.0,40.0,43.0,over
2006,20.0,12.0,38.0,32.0,under
2006,40.0,7.0,34.5,47.0,over
2006,20.0,23.0,46.5,43.0,under
2006,14.0,13.0,47.5,27.0,under
2006,41.0,0.0,38.0,41.0,over
2006,26.0,17.0,41.0,43.0,over
2006,20.0,10.0,36.5,30.0,under
2006,24.0,21.0,35.0,45.0,over
2006,19.0,3.0,45.5,22.0,under
2006,38.0,24.0,43.0,62.0,over
2006,23.0,13.0,37.5,36.0,under
2006,34.0,20.0,39.5,54.0,over
2006,13.0,3.0,33.5,16.0,under
2006,14.0,27.0,41.5,41.0,under
2006,21.0,23.0,33.0,44.0,over
2006,34.0,6.0,44.0,40.0,under
2006,13.0,3.0,37.0,16.0,under
2006,20.0,17.0,40.5,37.0,under
2006,27.0,24.0,47.0,51.0,over
2006,20.0,17.0,36.5,37.0,over
2006,45.0,7.0,36.5,52.0,over
2006,19.0,48.0,42.5,67.0,over
2006,28.0,30.0,45.0,58.0,over
2006,14.0,13.0,44.5,27.0,under
2006,22.0,25.0,39.5,47.0,over
2006,23.0,24.0,40.5,47.0,over
2006,41.0,38.0,39.0,79.0,over
2006,6.0,28.0,37.0,34.0,under
2006,17.0,14.0,44.5,31.0,under
2006,7.0,17.0,31.0,24.0,under
2006,27.0,7.0,39.5,34.0,under
2006,36.0,22.0,47.0,58.0,over
2006,30.0,27.0,39.0,57.0,over
2006,24.0,34.0,40.0,58.0,over
2006,31.0,24.0,43.5,55.0,over
2006,22.0,9.0,40.0,31.0,under
2006,13.0,31.0,40.5,44.0,over
2006,23.0,21.0,43.0,44.0,over
2006,22.0,36.0,43.5,58.0,over
2006,14.0,35.0,40.5,49.0,over
2006,41.0,10.0,42.0,51.0,over
2006,27.0,29.0,46.5,56.0,over
2006,20.0,13.0,37.5,33.0,under
2006,31.0,34.0,39.5,65.0,over
2006,31.0,14.0,45.5,45.0,under
2006,35.0,28.0,37.0,63.0,over
2006,22.0,35.0,37.0,57.0,over
2006,17.0,3.0,36.0,20.0,under
2006,20.0,13.0,38.5,33.0,under
2006,6.0,13.0,39.0,19.0,under
2006,38.0,24.0,46.0,62.0,over
2006,28.0,22.0,42.0,50.0,over
2006,7.0,31.0,39.5,38.0,under
2006,26.0,20.0,41.0,46.0,over
2006,24.0,10.0,41.0,34.0,under
2006,13.0,31.0,37.5,44.0,over
2006,30.0,14.0,47.0,44.0,under
2006,37.0,7.0,37.0,44.0,over
2006,20.0,27.0,47.5,47.0,under
2006,14.0,10.0,43.5,24.0,under
2006,20.0,31.0,36.5,51.0,over
2006,32.0,25.0,42.0,57.0,over
2006,9.0,3.0,43.0,12.0,under
2006,17.0,31.0,48.5,48.0,under
2006,14.0,31.0,37.0,45.0,over
2006,22.0,19.0,40.5,41.0,over
2006,16.0,0.0,36.0,16.0,under
2006,10.0,27.0,43.5,37.0,under
2006,13.0,17.0,41.5,30.0,under
2006,41.0,49.0,48.0,90.0,over
2006,13.0,19.0,46.5,32.0,under
2006,17.0,16.0,45.0,33.0,under
2006,10.0,13.0,37.5,23.0,under
2006,13.0,10.0,40.5,23.0,under
2006,17.0,23.0,40.5,40.0,under
2006,14.0,17.0,38.0,31.0,under
2006,20.0,38.0,37.5,58.0,over
2006,13.0,17.0,33.5,30.0,under
2006,27.0,3.0,41.5,30.0,under
2006,38.0,31.0,45.5,69.0,over
2006,24.0,22.0,43.5,46.0,over
2006,26.0,27.0,38.0,53.0,over
2006,24.0,10.0,37.0,34.0,under
2006,17.0,10.0,45.5,27.0,under
2006,24.0,10.0,41.5,34.0,under
2006,15.0,0.0,44.5,15.0,under
2006,20.0,24.0,36.0,44.0,over
2006,21.0,14.0,49.0,35.0,under
2006,27.0,35.0,42.5,62.0,over
2006,0.0,35.0,46.0,35.0,under
2006,21.0,24.0,36.5,45.0,over
2006,17.0,13.0,36.5,30.0,under
2006,24.0,20.0,33.5,44.0,over
2006,16.0,31.0,52.5,47.0,under
2006,0.0,10.0,40.5,10.0,under
2006,13.0,31.0,43.5,44.0,over
2006,20.0,14.0,43.5,34.0,under
2006,20.0,17.0,34.0,37.0,over
2006,26.0,10.0,38.5,36.0,under
2006,38.0,10.0,39.0,48.0,over
2006,10.0,27.0,40.5,37.0,under
2006,19.0,10.0,39.0,29.0,under
2006,13.0,31.0,48.0,44.0,under
2006,27.0,0.0,40.5,27.0,under
2006,27.0,24.0,35.0,51.0,over
2006,0.0,30.0,44.0,30.0,under
2006,45.0,21.0,45.0,66.0,over
2006,31.0,26.0,39.0,57.0,over
2006,17.0,13.0,38.0,30.0,under
2006,26.0,11.0,40.0,37.0,under
2006,21.0,14.0,43.0,35.0,under
2006,20.0,17.0,45.0,37.0,under
2006,24.0,21.0,45.0,45.0,push
2006,17.0,13.0,36.0,30.0,under
2006,34.0,24.0,42.5,58.0,over
2006,13.0,7.0,43.5,20.0,under
2006,21.0,24.0,42.5,45.0,over
2006,23.0,13.0,34.5,36.0,over
2006,31.0,28.0,35.5,59.0,over
2006,20.0,23.0,40.5,43.0,over
2006,10.0,38.0,42.5,48.0,over
2006,10.0,24.0,35.5,34.0,under
2006,28.0,21.0,41.5,49.0,over
2006,34.0,10.0,45.5,44.0,under
2006,20.0,23.0,44.0,43.0,under
2006,14.0,23.0,35.5,37.0,over
2006,20.0,3.0,41.0,23.0,under
2006,20.0,34.0,47.0,54.0,over
2006,20.0,17.0,46.5,37.0,under
2006,14.0,24.0,38.5,38.0,under
2006,27.0,24.0,37.5,51.0,over
2006,27.0,7.0,34.5,34.0,under
2006,27.0,21.0,45.0,48.0,over
2006,13.0,27.0,39.0,40.0,over
2006,27.0,10.0,39.5,37.0,under
2006,17.0,42.0,48.0,59.0,over
2006,20.0,30.0,40.0,50.0,over
2006,20.0,26.0,42.0,46.0,over
2006,44.0,17.0,44.0,61.0,over
2006,10.0,20.0,37.5,30.0,under
2006,21.0,0.0,37.0,21.0,under
2006,13.0,31.0,37.5,44.0,over
2006,48.0,20.0,41.0,68.0,over
2006,19.0,30.0,43.5,49.0,over
2006,6.0,17.0,38.0,23.0,under
2006,19.0,21.0,40.5,40.0,under
2006,27.0,42.0,41.5,69.0,over
2006,14.0,24.0,38.0,38.0,push
2006,28.0,38.0,44.5,66.0,over
2006,20.0,37.0,44.0,57.0,over
2006,27.0,17.0,34.5,44.0,over
2006,21.0,0.0,34.5,21.0,under
2006,3.0,37.0,39.0,40.0,over
2006,34.0,31.0,35.0,65.0,over
2006,17.0,9.0,45.0,26.0,under
2006,13.0,26.0,40.5,39.0,under
2006,40.0,7.0,37.5,47.0,over
2006,10.0,16.0,47.0,26.0,under
2006,22.0,36.0,45.0,58.0,over
2006,0.0,20.0,39.5,20.0,under
2006,20.0,9.0,47.0,29.0,under
2006,24.0,17.0,41.0,41.0,push
2006,34.0,16.0,55.0,50.0,under
2006,9.0,7.0,38.5,16.0,under
2006,9.0,20.0,35.5,29.0,under
2006,3.0,10.0,41.0,13.0,under
2006,29.0,30.0,38.0,59.0,over
2006,7.0,22.0,37.5,29.0,under
2006,24.0,23.0,44.5,47.0,over
2006,21.0,26.0,41.5,47.0,over
2006,27.0,24.0,47.0,51.0,over
2006,21.0,24.0,37.0,45.0,over
2006,7.0,30.0,47.5,37.0,under
2006,7.0,31.0,37.0,38.0,over
2006,20.0,26.0,45.0,46.0,over
2006,17.0,20.0,45.0,37.0,under
2006,37.0,31.0,43.0,68.0,over
2006,7.0,23.0,48.5,30.0,under
2006,10.0,13.0,36.5,23.0,under
2006,28.0,34.0,43.0,62.0,over
2006,19.0,7.0,37.5,26.0,under
2006,7.0,26.0,37.0,33.0,under
2006,17.0,23.0,44.5,40.0,under
2006,31.0,39.0,46.0,70.0,over
2006,23.0,26.0,39.0,49.0,over
2006,14.0,6.0,37.5,20.0,under
2006,27.0,22.0,43.5,49.0,over
2006,35.0,30.0,37.0,65.0,over
2006,21.0,41.0,44.0,62.0,over
2006,21.0,31.0,38.5,52.0,over
2006,23.0,3.0,34.5,26.0,under
2006,24.0,17.0,43.0,41.0,under
2006,27.0,20.0,44.0,47.0,over
2006,7.0,23.0,38.0,30.0,under
2006,23.0,40.0,41.5,63.0,over
2006,23.0,8.0,51.0,31.0,under
2006,21.0,20.0,48.5,41.0,under
2006,37.0,16.0,38.5,53.0,over
2006,23.0,20.0,46.5,43.0,under
2006,6.0,15.0,41.0,21.0,under
2006,27.0,24.0,48.5,51.0,over
2006,27.0,24.0,37.5,51.0,over
2006,21.0,24.0,46.5,45.0,under
2006,39.0,14.0,43.0,53.0,over
2006,38.0,34.0,47.0,72.0,over
2006,29.0,17.0,47.0,46.0,under
2007,41.0,10.0,53.5,51.0,under
2007,14.0,15.0,37.0,29.0,under
2007,7.0,34.0,36.5,41.0,over
2007,45.0,35.0,44.5,80.0,over
2007,16.0,13.0,42.5,29.0,under
2007,20.0,3.0,38.0,23.0,under
2007,10.0,13.0,38.0,23.0,under
2007,24.0,3.0,35.5,27.0,under
2007,14.0,38.0,41.0,52.0,over
2007,21.0,36.0,39.5,57.0,over
2007,14.0,3.0,42.5,17.0,under
2007,20.0,6.0,41.0,26.0,under
2007,13.0,27.0,43.0,40.0,under
2007,16.0,13.0,34.5,29.0,under
2007,27.0,20.0,40.0,47.0,over
2007,20.0,17.0,46.5,37.0,under
2007,23.0,20.0,42.5,43.0,over
2007,20.0,13.0,33.0,33.0,push
2007,21.0,34.0,38.5,55.0,over
2007,20.0,10.0,34.5,30.0,under
2007,51.0,45.0,41.5,96.0,over
2007,23.0,20.0,37.0,43.0,over
2007,20.0,17.0,42.5,37.0,under
2007,13.0,7.0,34.5,20.0,under
2007,20.0,37.0,40.5,57.0,over
2007,38.0,14.0,46.0,52.0,over
2007,13.0,35.0,39.0,48.0,over
2007,26.0,3.0,39.0,29.0,under
2007,16.0,17.0,44.0,33.0,under
2007,31.0,14.0,41.5,45.0,over
2007,20.0,22.0,46.0,42.0,under
2007,12.0,20.0,38.5,32.0,under
2007,20.0,27.0,38.5,47.0,over
2007,26.0,23.0,35.5,49.0,over
2007,10.0,34.0,41.5,44.0,over
2007,14.0,23.0,36.0,37.0,over
2007,31.0,24.0,42.5,55.0,over
2007,24.0,30.0,46.5,54.0,over
2007,13.0,10.0,34.0,23.0,under
2007,38.0,7.0,41.0,45.0,over
2007,31.0,28.0,36.5,59.0,over
2007,26.0,24.0,41.5,50.0,over
2007,56.0,21.0,44.0,77.0,over
2007,37.0,16.0,38.0,53.0,over
2007,24.0,21.0,49.5,45.0,under
2007,24.0,3.0,38.5,27.0,under
2007,17.0,24.0,42.5,41.0,under
2007,14.0,31.0,46.5,45.0,under
2007,21.0,14.0,42.5,35.0,under
2007,26.0,16.0,39.5,42.0,over
2007,17.0,14.0,37.0,31.0,under
2007,7.0,20.0,39.5,27.0,under
2007,27.0,13.0,40.0,40.0,push
2007,35.0,7.0,47.0,42.0,under
2007,37.0,27.0,46.0,64.0,over
2007,38.0,20.0,46.5,58.0,over
2007,17.0,35.0,40.0,52.0,over
2007,16.0,23.0,38.0,39.0,over
2007,16.0,3.0,47.0,19.0,under
2007,16.0,30.0,38.5,46.0,over
2007,3.0,23.0,40.5,26.0,under
2007,13.0,34.0,54.0,47.0,under
2007,3.0,41.0,43.5,44.0,over
2007,20.0,27.0,40.5,47.0,over
2007,22.0,19.0,43.5,41.0,under
2007,33.0,14.0,45.0,47.0,over
2007,7.0,17.0,35.0,24.0,under
2007,34.0,17.0,48.0,51.0,over
2007,13.0,16.0,44.0,29.0,under
2007,35.0,24.0,40.5,59.0,over
2007,21.0,0.0,41.5,21.0,under
2007,7.0,9.0,34.5,16.0,under
2007,31.0,34.0,41.0,65.0,over
2007,20.0,13.0,41.0,33.0,under
2007,34.0,3.0,44.5,37.0,under
2007,24.0,25.0,45.0,49.0,over
2007,10.0,25.0,38.5,35.0,under
2007,22.0,3.0,36.5,25.0,under
2007,31.0,34.0,35.5,65.0,over
2007,41.0,31.0,45.0,72.0,over
2007,27.0,48.0,53.0,75.0,over
2007,17.0,14.0,40.5,31.0,under
2007,37.0,17.0,37.5,54.0,over
2007,27.0,20.0,44.0,47.0,over
2007,9.0,16.0,43.5,25.0,under
2007,28.0,14.0,44.0,42.0,under
2007,17.0,28.0,43.0,45.0,over
2007,13.0,10.0,37.0,23.0,under
2007,10.0,31.0,44.0,41.0,under
2007,19.0,14.0,33.5,33.0,under
2007,38.0,31.0,48.5,69.0,over
2007,24.0,14.0,46.5,38.0,under
2007,31.0,28.0,38.5,59.0,over
2007,23.0,16.0,44.0,39.0,under
2007,36.0,38.0,38.0,74.0,over
2007,28.0,49.0,49.5,77.0,over
2007,22.0,16.0,42.0,38.0,under
2007,33.0,15.0,39.0,48.0,over
2007,10.0,12.0,38.0,22.0,under
2007,16.0,19.0,43.0,35.0,under
2007,33.0,6.0,39.5,39.0,under
2007,21.0,19.0,36.0,40.0,over
2007,7.0,29.0,45.5,36.0,under
2007,7.0,31.0,44.0,38.0,under
2007,7.0,16.0,45.5,23.0,under
2007,13.0,24.0,48.5,37.0,under
2007,10.0,13.0,48.0,23.0,under
2007,16.0,23.0,37.5,39.0,over
2007,52.0,7.0,46.5,59.0,over
2007,3.0,13.0,38.5,16.0,under
2007,35.0,10.0,45.5,45.0,under
2007,10.0,31.0,40.0,41.0,over
2007,20.0,27.0,46.5,47.0,over
2007,23.0,24.0,32.0,47.0,over
2007,13.0,9.0,39.0,22.0,under
2007,13.0,19.0,43.5,32.0,under
2007,20.0,16.0,37.0,36.0,under
2007,33.0,21.0,44.0,54.0,over
2007,33.0,30.0,47.0,63.0,over
2007,44.0,7.0,46.5,51.0,over
2007,20.0,24.0,56.5,44.0,under
2007,22.0,33.0,37.5,55.0,over
2007,35.0,17.0,42.0,52.0,over
2007,41.0,24.0,40.0,65.0,over
2007,20.0,23.0,36.0,43.0,over
2007,17.0,24.0,41.0,41.0,push
2007,17.0,38.0,46.5,55.0,over
2007,17.0,10.0,39.0,27.0,under
2007,20.0,7.0,35.5,27.0,under
2007,38.0,7.0,36.0,45.0,over
2007,31.0,21.0,45.0,52.0,over
2007,7.0,21.0,44.5,28.0,under
2007,13.0,20.0,35.5,33.0,under
2007,34.0,0.0,40.5,34.0,under
2007,11.0,27.0,37.0,38.0,over
2007,10.0,13.0,40.5,23.0,under
2007,29.0,37.0,47.0,66.0,over
2007,20.0,31.0,48.0,51.0,over
2007,6.0,17.0,38.0,23.0,under
2007,31.0,28.0,47.5,59.0,over
2007,23.0,21.0,47.5,44.0,under
2007,13.0,28.0,36.0,41.0,over
2007,25.0,33.0,37.5,58.0,over
2007,24.0,0.0,37.5,24.0,under
2007,7.0,31.0,35.5,38.0,over
2007,30.0,33.0,44.0,63.0,over
2007,10.0,56.0,46.5,66.0,over
2007,27.0,35.0,49.5,62.0,over
2007,28.0,23.0,47.0,51.0,over
2007,10.0,16.0,48.0,26.0,under
2007,31.0,17.0,37.5,48.0,over
2007,23.0,10.0,50.5,33.0,under
2007,13.0,10.0,41.5,23.0,under
2007,24.0,17.0,40.5,41.0,over
2007,29.0,22.0,35.5,51.0,over
2007,19.0,16.0,40.5,35.0,under
2007,17.0,7.0,40.0,24.0,under
2007,9.0,13.0,39.5,22.0,under
2007,30.0,23.0,37.5,53.0,over
2007,34.0,20.0,38.5,54.0,over
2007,13.0,31.0,42.5,44.0,over
2007,34.0,3.0,47.5,37.0,under
2007,26.0,37.0,47.0,63.0,over
2007,31.0,37.0,38.0,68.0,over
2007,6.0,31.0,42.0,37.0,under
2007,37.0,34.0,41.5,71.0,over
2007,35.0,6.0,47.0,41.0,under
2007,27.0,17.0,52.0,44.0,under
2007,36.0,14.0,37.0,50.0,over
2007,17.0,20.0,34.5,37.0,over
2007,31.0,28.0,51.5,59.0,over
2007,17.0,41.0,40.0,58.0,over
2007,32.0,14.0,38.5,46.0,over
2007,19.0,24.0,46.0,43.0,under
2007,19.0,13.0,38.5,32.0,under
2007,3.0,0.0,38.5,3.0,under
