schedule_season,score_home,score_away,over_under_line,total_score,cover
2007,37.0,27.0,52.5,64.0,over
2007,27.0,21.0,52.0,48.0,under
2007,31.0,14.0,35.0,45.0,over
2007,16.0,21.0,39.0,37.0,under
2007,28.0,25.0,45.0,53.0,over
2007,10.0,24.0,37.5,34.0,under
2007,13.0,40.0,37.5,53.0,over
2007,42.0,10.0,44.5,52.0,over
2007,23.0,27.0,42.0,50.0,over
2007,34.0,20.0,41.5,54.0,over
2007,24.0,28.0,39.0,52.0,over
2007,24.0,10.0,38.0,34.0,under
2007,28.0,16.0,40.0,44.0,over
2007,28.0,20.0,40.0,48.0,over
2007,16.0,17.0,37.5,33.0,under
2007,24.0,27.0,46.5,51.0,over
2007,24.0,16.0,40.0,40.0,push
2007,20.0,44.0,42.0,64.0,over
2007,38.0,17.0,34.0,55.0,over
2007,19.0,10.0,45.5,29.0,under
2007,41.0,7.0,37.5,48.0,over
2007,27.0,28.0,50.5,55.0,over
2007,38.0,7.0,40.5,45.0,over
2007,28.0,14.0,40.0,42.0,over
2007,37.0,6.0,39.0,43.0,over
2007,34.0,13.0,49.5,47.0,under
2007,18.0,24.0,47.5,42.0,under
2007,13.0,16.0,42.0,29.0,under
2007,7.0,27.0,39.5,34.0,under
2007,42.0,21.0,44.5,63.0,over
2007,17.0,23.0,40.0,40.0,push
2007,14.0,34.0,44.0,48.0,over
2007,31.0,13.0,47.5,44.0,under
2007,20.0,13.0,43.0,33.0,under
2007,13.0,10.0,37.0,23.0,under
2007,8.0,0.0,37.0,8.0,under
2007,6.0,10.0,49.0,16.0,under
2007,17.0,26.0,34.5,43.0,over
2007,22.0,16.0,37.5,38.0,over
2007,20.0,10.0,41.0,30.0,under
2007,31.0,24.0,49.5,55.0,over
2007,10.0,22.0,36.5,32.0,under
2007,14.0,21.0,45.0,35.0,under
2007,22.0,29.0,34.5,51.0,over
2007,51.0,14.0,46.0,65.0,over
2007,14.0,33.0,47.0,47.0,push
2007,37.0,3.0,37.5,40.0,over
2007,20.0,13.0,43.5,33.0,under
2007,24.0,41.0,43.0,65.0,over
2007,13.0,20.0,42.5,33.0,under
2007,30.0,27.0,43.5,57.0,over
2007,21.0,38.0,32.0,59.0,over
2007,35.0,7.0,32.0,42.0,over
2007,19.0,14.0,47.5,33.0,under
2007,25.0,20.0,43.5,45.0,over
2007,38.0,15.0,45.0,53.0,over
2007,49.0,11.0,39.5,60.0,over
2007,21.0,32.0,40.5,53.0,over
2007,28.0,7.0,45.5,35.0,under
2007,23.0,38.0,48.0,61.0,over
2007,21.0,19.0,37.0,40.0,over
2007,27.0,6.0,39.0,33.0,under
2007,10.0,6.0,37.5,16.0,under
2007,23.0,3.0,47.0,26.0,under
2007,35.0,38.0,46.5,73.0,over
2007,48.0,19.0,49.0,67.0,over
2007,44.0,41.0,38.5,85.0,over
2007,27.0,21.0,35.5,48.0,over
2007,33.0,25.0,42.0,58.0,over
2007,20.0,7.0,41.0,27.0,under
2007,22.0,19.0,40.5,41.0,over
2007,34.0,13.0,38.5,47.0,over
2007,42.0,28.0,42.0,70.0,over
2007,10.0,16.0,41.0,26.0,under
2007,25.0,38.0,45.0,63.0,over
2007,13.0,10.0,35.0,23.0,under
2007,17.0,30.0,42.5,47.0,over
2007,17.0,9.0,39.0,26.0,under
2007,23.0,31.0,36.0,54.0,over
2007,27.0,6.0,39.5,33.0,under
2007,29.0,31.0,40.0,60.0,over
2007,35.0,14.0,38.5,49.0,over
2007,17.0,6.0,39.0,23.0,under
2007,14.0,24.0,39.5,38.0,under
2007,42.0,20.0,44.0,62.0,over
2007,31.0,20.0,51.5,51.0,under
2007,17.0,21.0,47.5,38.0,under
2007,24.0,28.0,47.0,52.0,over
2007,20.0,23.0,41.5,43.0,over
2007,21.0,12.0,48.0,33.0,under
2007,14.0,17.0,55.0,31.0,under
2008,16.0,7.0,41.5,23.0,under
2008,34.0,21.0,41.0,55.0,over
2008,17.0,10.0,37.5,27.0,under
2008,34.0,10.0,38.5,44.0,over
2008,10.0,28.0,48.5,38.0,under
2008,13.0,29.0,44.0,42.0,under
2008,14.0,20.0,36.0,34.0,under
2008,17.0,10.0,43.5,27.0,under
2008,24.0,20.0,42.5,44.0,over
2008,38.0,3.0,44.0,41.0,under
2008,38.0,17.0,43.0,55.0,over
2008,24.0,26.0,41.0,50.0,over
2008,13.0,23.0,42.0,36.0,under
2008,17.0,10.0,36.5,27.0,under
2008,24.0,19.0,37.5,43.0,over
2008,14.0,41.0,40.5,55.0,over
2008,31.0,10.0,40.5,41.0,over
2008,20.0,17.0,37.5,37.0,under
2008,7.0,24.0,37.0,31.0,under
2008,6.0,10.0,43.5,16.0,under
2008,39.0,38.0,46.5,77.0,over
2008,25.0,48.0,47.0,73.0,over
2008,16.0,20.0,37.0,36.0,under
2008,8.0,23.0,36.0,31.0,under
2008,15.0,18.0,43.5,33.0,under
2008,10.0,19.0,37.0,29.0,under
2008,30.0,33.0,38.0,63.0,over
2008,13.0,41.0,43.5,54.0,over
2008,24.0,9.0,37.5,33.0,under
2008,29.0,24.0,43.5,53.0,over
2008,41.0,37.0,46.5,78.0,over
2008,38.0,14.0,37.0,52.0,over
2008,28.0,10.0,37.0,38.0,over
2008,24.0,23.0,37.5,47.0,over
2008,24.0,27.0,35.0,51.0,over
2008,34.0,32.0,52.0,66.0,over
2008,16.0,27.0,51.0,43.0,under
2008,21.0,23.0,42.0,44.0,over
2008,20.0,10.0,37.5,30.0,under
2008,13.0,38.0,37.0,51.0,over
2008,26.0,23.0,42.5,49.0,over
2008,15.0,6.0,45.0,21.0,under
2008,31.0,13.0,47.0,44.0,under
2008,37.0,13.0,44.5,50.0,over
2008,31.0,12.0,40.0,43.0,over
2008,24.0,17.0,43.5,41.0,under
2008,48.0,29.0,46.5,77.0,over
2008,24.0,9.0,39.0,33.0,under
2008,24.0,20.0,39.0,44.0,over
2008,12.0,20.0,42.0,32.0,under
2008,24.0,26.0,47.0,50.0,over
2008,30.0,27.0,43.0,57.0,over
2008,33.0,19.0,47.0,52.0,over
2008,31.0,17.0,48.5,48.0,under
2008,56.0,35.0,43.5,91.0,over
2008,18.0,28.0,45.5,46.0,over
2008,14.0,31.0,43.5,45.0,over
2008,30.0,21.0,43.0,51.0,over
2008,30.0,17.0,35.0,47.0,over
2008,23.0,20.0,34.5,43.0,over
2008,41.0,17.0,44.5,58.0,over
2008,10.0,13.0,33.5,23.0,under
2008,34.0,0.0,38.0,34.0,under
2008,31.0,22.0,46.0,53.0,over
2008,16.0,13.0,47.0,29.0,under
2008,7.0,34.0,45.5,41.0,under
2008,24.0,27.0,42.5,51.0,over
2008,27.0,31.0,48.5,58.0,over
2008,21.0,26.0,37.0,47.0,over
2008,17.0,10.0,44.5,27.0,under
2008,44.0,6.0,43.5,50.0,over
2008,17.0,23.0,42.0,40.0,under
2008,21.0,30.0,41.0,51.0,over
2008,27.0,30.0,47.0,57.0,over
2008,30.0,24.0,53.0,54.0,over
2008,22.0,20.0,43.5,42.0,under
2008,17.0,24.0,48.0,41.0,under
2008,29.0,28.0,44.5,57.0,over
2008,31.0,3.0,38.5,34.0,under
2008,12.0,10.0,45.5,22.0,under
2008,34.0,3.0,47.5,37.0,under
2008,26.0,14.0,42.5,40.0,under
2008,30.0,10.0,44.0,40.0,under
2008,26.0,40.0,41.5,66.0,over
2008,17.0,27.0,44.5,44.0,under
2008,27.0,3.0,36.5,30.0,under
2008,17.0,19.0,44.0,36.0,under
2008,35.0,14.0,43.5,49.0,over
2008,23.0,14.0,45.0,37.0,under
2008,30.0,7.0,44.5,37.0,under
2008,48.0,41.0,38.0,89.0,over
2008,10.0,38.0,37.0,48.0,over
2008,34.0,14.0,47.0,48.0,over
2008,28.0,21.0,47.5,49.0,over
2008,10.0,34.0,35.0,44.0,over
2008,13.0,27.0,35.0,40.0,over
2008,29.0,17.0,47.0,46.0,under
2008,16.0,13.0,41.0,29.0,under
2008,34.0,14.0,45.0,48.0,over
2008,20.0,10.0,40.5,30.0,under
2008,14.0,11.0,42.0,25.0,under
2008,41.0,7.0,48.0,48.0,push
2008,29.0,10.0,34.5,39.0,over
2008,27.0,23.0,43.0,50.0,over
2008,13.0,9.0,40.5,22.0,under
2008,17.0,25.0,42.0,42.0,push
2008,35.0,6.0,45.5,41.0,under
2008,17.0,23.0,42.0,40.0,under
2008,25.0,16.0,41.5,41.0,under
2008,23.0,16.0,41.0,39.0,under
2008,37.0,32.0,45.5,69.0,over
2008,28.0,24.0,41.0,52.0,over
2008,27.0,14.0,45.0,41.0,under
2008,14.0,21.0,41.0,35.0,under
2008,13.0,34.0,41.5,47.0,over
2008,31.0,21.0,41.5,52.0,over
2008,17.0,26.0,43.0,43.0,push
2008,27.0,23.0,43.5,50.0,over
2008,21.0,19.0,40.0,40.0,push
2008,27.0,37.0,36.5,64.0,over
2008,17.0,26.0,50.0,43.0,under
2008,18.0,15.0,44.0,33.0,under
2008,27.0,30.0,36.5,57.0,over
2008,28.0,21.0,47.0,49.0,over
2008,35.0,14.0,42.0,49.0,over
2008,0.0,24.0,41.5,24.0,under
2008,7.0,26.0,43.0,33.0,under
2008,13.0,34.0,50.0,47.0,under
2008,19.0,16.0,41.0,35.0,under
2008,6.0,23.0,37.0,29.0,under
2008,30.0,34.0,47.0,64.0,over
2008,34.0,20.0,51.0,54.0,over
2008,14.0,21.0,37.0,35.0,under
2008,14.0,38.0,43.0,52.0,over
2008,13.0,41.0,44.0,54.0,over
2008,21.0,19.0,42.0,40.0,under
2008,28.0,27.0,44.5,55.0,over
2008,20.0,10.0,41.0,30.0,under
2008,47.0,3.0,43.5,50.0,over
2008,6.0,17.0,37.5,23.0,under
2008,31.0,36.0,42.5,67.0,over
2008,20.0,24.0,39.0,44.0,over
2008,20.0,19.0,47.5,39.0,under
2008,29.0,24.0,47.5,53.0,over
2008,31.0,34.0,42.5,65.0,over
2008,20.0,24.0,52.0,44.0,under
2008,31.0,22.0,40.5,53.0,over
2008,13.0,13.0,41.0,26.0,under
2008,37.0,3.0,43.0,40.0,under
2008,33.0,27.0,50.5,60.0,over
2008,14.0,24.0,40.0,38.0,under
2008,20.0,30.0,51.0,50.0,under
2008,17.0,15.0,37.5,32.0,under
2008,30.0,10.0,40.0,40.0,push
2008,11.0,10.0,40.5,21.0,under
2008,35.0,16.0,43.5,51.0,over
2008,20.0,26.0,48.0,46.0,under
2008,19.0,13.0,38.5,32.0,under
2008,10.0,14.0,43.0,24.0,under
2008,27.0,29.0,40.0,56.0,over
2008,27.0,10.0,34.5,37.0,over
2008,29.0,37.0,48.5,66.0,over
2008,45.0,28.0,41.5,73.0,over
2008,36.0,7.0,39.5,43.0,over
2008,6.0,16.0,49.5,22.0,under
2008,35.0,22.0,45.5,57.0,over
2008,10.0,31.0,43.5,41.0,under
2008,20.0,38.0,42.5,58.0,over
2008,12.0,30.0,41.5,42.0,over
2008,31.0,54.0,43.5,85.0,over
2008,28.0,48.0,42.5,76.0,over
2008,20.0,23.0,49.0,43.0,under
2008,17.0,20.0,40.0,37.0,under
2008,3.0,27.0,44.5,30.0,under
2008,13.0,34.0,41.0,47.0,over
2008,51.0,29.0,52.0,80.0,over
2008,34.0,9.0,46.5,43.0,under
2008,10.0,47.0,44.0,57.0,over
2008,48.0,20.0,49.0,68.0,over
2008,3.0,10.0,43.0,13.0,under
2008,3.0,34.0,36.0,37.0,over
2008,6.0,10.0,44.0,16.0,under
2008,31.0,35.0,41.5,66.0,over
2008,34.0,14.0,42.5,48.0,over
2008,10.0,33.0,40.0,43.0,over
2008,17.0,34.0,48.0,51.0,over
2008,13.0,20.0,41.5,33.0,under
2008,16.0,22.0,48.0,38.0,under
2008,12.0,16.0,44.5,28.0,under
2008,23.0,20.0,43.5,43.0,under
2008,7.0,23.0,41.0,30.0,under
2008,30.0,17.0,48.5,47.0,under
2008,34.0,7.0,41.0,41.0,push
2008,34.0,10.0,48.5,44.0,under
2008,24.0,10.0,35.0,34.0,under
2008,3.0,16.0,42.5,19.0,under
2008,23.0,10.0,40.0,33.0,under
2008,24.0,17.0,49.0,41.0,under
2008,16.0,20.0,45.5,36.0,under
2008,21.0,24.0,47.5,45.0,under
2008,35.0,3.0,41.5,38.0,under
2008,29.0,25.0,51.5,54.0,over
2008,14.0,20.0,40.5,34.0,under
2008,20.0,13.0,38.5,33.0,under
2008,24.0,14.0,45.5,38.0,under
2008,21.0,24.0,43.0,45.0,over
2008,28.0,9.0,36.5,37.0,over
2008,38.0,23.0,38.5,61.0,over
2008,27.0,24.0,46.0,51.0,over
2008,14.0,35.0,46.5,49.0,over
2008,13.0,10.0,43.5,23.0,under
2008,9.0,13.0,34.0,22.0,under
2008,30.0,10.0,48.0,40.0,under
2008,20.0,13.0,36.5,33.0,under
2008,20.0,8.0,46.0,28.0,under
2008,13.0,12.0,45.0,25.0,under
2008,31.0,21.0,45.0,52.0,over
2008,20.0,16.0,46.0,36.0,under
2008,21.0,22.0,41.0,43.0,over
2008,14.0,9.0,41.0,23.0,under
2008,31.0,27.0,41.0,58.0,over
2008,26.0,49.0,39.5,75.0,over
2008,20.0,23.0,42.0,43.0,over
2008,30.0,10.0,40.0,40.0,push
2008,24.0,31.0,44.0,55.0,over
2008,24.0,33.0,39.0,57.0,over
2008,0.0,14.0,31.5,14.0,under
2008,23.0,30.0,46.5,53.0,over
2008,7.0,42.0,50.5,49.0,under
2008,31.0,38.0,37.5,69.0,over
2008,17.0,24.0,43.5,41.0,under
2008,47.0,7.0,41.0,54.0,over
2008,34.0,28.0,38.0,62.0,over
2008,27.0,16.0,43.0,43.0,push
2008,13.0,3.0,41.0,16.0,under
2008,16.0,17.0,42.0,33.0,under
2008,24.0,41.0,42.5,65.0,over
2008,31.0,14.0,34.0,45.0,over
2008,10.0,3.0,37.5,13.0,under
2008,20.0,17.0,40.0,37.0,under
2008,34.0,21.0,47.0,55.0,over
2008,31.0,27.0,44.5,58.0,over
2008,27.0,7.0,37.5,34.0,under
2008,0.0,13.0,34.5,13.0,under
2008,16.0,6.0,40.0,22.0,under
2008,31.0,21.0,41.5,52.0,over
2008,31.0,24.0,46.0,55.0,over
2008,23.0,0.0,39.5,23.0,under
2008,20.0,19.0,41.0,39.0,under
2008,31.0,33.0,51.5,64.0,over
2008,17.0,24.0,43.0,41.0,under
2008,44.0,6.0,40.5,50.0,over
2008,31.0,0.0,33.0,31.0,under
2008,52.0,21.0,50.5,73.0,over
2008,27.0,24.0,37.0,51.0,over
2008,24.0,31.0,39.5,55.0,over
2008,30.0,24.0,52.0,54.0,over
2008,23.0,17.0,50.0,40.0,under
2008,9.0,27.0,38.0,36.0,under
2008,14.0,26.0,41.0,40.0,under
2008,13.0,33.0,49.5,46.0,under
2008,10.0,13.0,33.5,23.0,under
2008,11.0,23.0,39.0,34.0,under
2008,35.0,24.0,38.5,59.0,over
2008,32.0,25.0,47.0,57.0,over
2008,23.0,14.0,35.5,37.0,over
2008,23.0,27.0,46.0,50.0,over
2009,13.0,10.0,35.0,23.0,under
2009,16.0,20.0,45.0,36.0,under
2009,19.0,7.0,44.5,26.0,under
2009,38.0,24.0,36.5,62.0,over
2009,10.0,38.0,43.5,48.0,over
2009,7.0,12.0,41.0,19.0,under
2009,20.0,34.0,40.0,54.0,over
2009,21.0,15.0,47.0,36.0,under
2009,7.0,24.0,45.0,31.0,under
2009,14.0,12.0,45.0,26.0,under
2009,45.0,27.0,50.0,72.0,over
2009,23.0,17.0,37.0,40.0,over
2009,28.0,0.0,41.0,28.0,under
2009,21.0,34.0,40.0,55.0,over
2009,25.0,24.0,47.5,49.0,over
2009,20.0,24.0,43.0,44.0,over
2009,28.0,20.0,43.5,48.0,over
2009,33.0,20.0,42.0,53.0,over
2009,17.0,14.0,38.5,31.0,under
2009,31.0,33.0,45.5,64.0,over
2009,27.0,6.0,38.5,33.0,under
2009,13.0,27.0,45.0,40.0,under
2009,24.0,31.0,42.0,55.0,over
2009,17.0,31.0,44.0,48.0,over
2009,10.0,13.0,40.0,23.0,under
2009,16.0,9.0,45.0,25.0,under
2009,22.0,48.0,46.0,70.0,over
2009,26.0,31.0,41.0,57.0,over
2009,23.0,10.0,38.5,33.0,under
2009,31.0,34.0,40.5,65.0,over
2009,9.0,7.0,37.0,16.0,under
2009,23.0,27.0,41.0,50.0,over
2009,10.0,31.0,49.0,41.0,under
2009,34.0,3.0,38.5,37.0,under
2009,7.0,27.0,51.5,34.0,under
2009,23.0,20.0,37.0,43.0,over
2009,19.0,14.0,39.5,33.0,under
2009,24.0,31.0,47.5,55.0,over
2009,27.0,24.0,39.5,51.0,over
2009,26.0,10.0,45.5,36.0,under
2009,24.0,17.0,36.0,41.0,over
2009,3.0,23.0,38.0,26.0,under
2009,34.0,14.0,39.0,48.0,over
2009,23.0,13.0,45.5,36.0,under
2009,19.0,25.0,37.5,44.0,over
2009,17.0,36.0,43.0,53.0,over
2009,0.0,24.0,46.0,24.0,under
2009,21.0,7.0,48.5,28.0,under
2009,48.0,24.0,43.0,72.0,over
2009,20.0,23.0,37.5,43.0,over
2009,17.0,10.0,44.0,27.0,under
2009,29.0,6.0,43.0,35.0,under
2009,34.0,17.0,43.5,51.0,over
2009,37.0,17.0,42.0,54.0,over
2009,16.0,27.0,43.0,43.0,push
2009,38.0,10.0,37.5,48.0,over
2009,27.0,21.0,45.0,48.0,over
2009,24.0,10.0,47.0,34.0,under
2009,38.0,28.0,43.5,66.0,over
2009,35.0,0.0,36.5,35.0,under
2009,16.0,13.0,35.5,29.0,under
2009,30.0,23.0,46.5,53.0,over
2009,28.0,21.0,51.0,49.0,under
2009,14.0,17.0,42.5,31.0,under
2009,3.0,6.0,42.0,9.0,under
2009,20.0,17.0,38.0,37.0,under
2009,20.0,17.0,41.5,37.0,under
2009,20.0,28.0,44.0,48.0,over
2009,20.0,26.0,43.5,46.0,over
2009,44.0,7.0,38.5,51.0,over
2009,33.0,14.0,42.0,47.0,over
2009,10.0,45.0,39.5,55.0,over
2009,41.0,0.0,44.5,41.0,under
2009,10.0,38.0,41.0,48.0,over
2009,9.0,31.0,44.0,40.0,under
2009,31.0,27.0,36.5,58.0,over
2009,21.0,14.0,45.5,35.0,under
2009,17.0,28.0,46.5,45.0,under
2009,26.0,0.0,48.0,26.0,under
2009,23.0,20.0,42.5,43.0,over
2009,33.0,31.0,45.5,64.0,over
2009,59.0,0.0,37.5,59.0,over
2009,48.0,27.0,47.5,75.0,over
2009,13.0,16.0,35.5,29.0,under
2009,13.0,9.0,40.5,22.0,under
2009,27.0,14.0,38.0,41.0,over
2009,3.0,27.0,46.0,30.0,under
2009,21.0,28.0,40.5,49.0,over
2009,6.0,14.0,36.5,20.0,under
2009,23.0,34.0,45.0,57.0,over
2009,9.0,20.0,37.0,29.0,under
2009,45.0,10.0,43.0,55.0,over
2009,3.0,31.0,41.5,34.0,under
2009,37.0,21.0,48.0,58.0,over
2009,24.0,21.0,44.5,45.0,over
2009,7.0,37.0,44.0,44.0,push
2009,34.0,46.0,48.0,80.0,over
2009,17.0,24.0,47.0,41.0,under
2009,0.0,38.0,34.0,38.0,over
2009,27.0,17.0,46.5,44.0,under
2009,6.0,42.0,45.0,48.0,over
2009,7.0,35.0,44.5,42.0,under
2009,17.0,27.0,38.0,44.0,over
2009,21.0,34.0,41.0,55.0,over
2009,30.0,7.0,42.0,37.0,under
2009,10.0,31.0,41.5,41.0,under
2009,30.0,6.0,40.0,36.0,under
2009,38.0,17.0,46.0,55.0,over
2009,10.0,17.0,43.5,27.0,under
2009,26.0,38.0,47.0,64.0,over
2009,18.0,14.0,44.5,32.0,under
2009,25.0,30.0,40.5,55.0,over
2009,40.0,17.0,44.5,57.0,over
2009,24.0,16.0,41.5,40.0,under
2009,30.0,13.0,44.5,43.0,under
2009,35.0,27.0,56.0,62.0,over
2009,31.0,17.0,41.0,48.0,over
2009,21.0,41.0,44.5,62.0,over
2009,17.0,7.0,44.5,24.0,under
2009,20.0,17.0,49.5,37.0,under
2009,24.0,21.0,41.5,45.0,over
2009,27.0,17.0,46.5,44.0,under
2009,30.0,20.0,51.5,50.0,under
2009,20.0,21.0,48.0,41.0,under
2009,16.0,20.0,50.0,36.0,under
2009,27.0,34.0,40.5,61.0,over
2009,32.0,20.0,42.0,52.0,over
2009,38.0,28.0,43.5,66.0,over
2009,10.0,28.0,41.5,38.0,under
2009,10.0,6.0,43.5,16.0,under
2009,31.0,20.0,46.5,51.0,over
2009,28.0,19.0,43.5,47.0,over
2009,17.0,7.0,48.0,24.0,under
2009,35.0,34.0,48.5,69.0,over
2009,25.0,23.0,43.5,48.0,over
2009,27.0,10.0,47.5,37.0,under
2009,22.0,24.0,41.0,46.0,over
2009,10.0,16.0,36.0,26.0,under
2009,12.0,18.0,41.5,30.0,under
2009,31.0,23.0,47.0,54.0,over
2009,23.0,28.0,51.0,51.0,push
2009,41.0,17.0,41.0,58.0,over
2009,27.0,17.0,36.5,44.0,over
2009,0.0,16.0,39.0,16.0,under
2009,17.0,24.0,42.0,41.0,under
2009,15.0,17.0,44.5,32.0,under
2009,20.0,24.0,47.0,44.0,under
2009,7.0,6.0,41.5,13.0,under
2009,3.0,32.0,42.0,35.0,under
2009,38.0,37.0,37.5,75.0,over
2009,30.0,24.0,42.0,54.0,over
2009,18.0,15.0,41.0,33.0,under
2009,27.0,24.0,39.5,51.0,over
2009,35.0,9.0,47.0,44.0,under
2009,31.0,14.0,45.0,45.0,push
2009,34.0,31.0,46.5,65.0,over
2009,20.0,17.0,36.0,37.0,over
2009,13.0,21.0,47.0,34.0,under
2009,7.0,38.0,51.0,45.0,under
2009,17.0,20.0,48.0,37.0,under
2009,24.0,7.0,40.5,31.0,under
2009,26.0,6.0,43.5,32.0,under
2009,12.0,34.0,48.0,46.0,under
2009,20.0,17.0,46.0,37.0,under
2009,20.0,17.0,34.0,37.0,over
2009,31.0,14.0,38.5,45.0,over
2009,16.0,7.0,39.5,23.0,under
2009,27.0,35.0,48.0,62.0,over
2009,36.0,10.0,47.0,46.0,under
2009,17.0,6.0,41.5,23.0,under
2009,27.0,24.0,40.5,51.0,over
2009,43.0,14.0,45.0,57.0,over
2009,20.0,3.0,42.5,23.0,under
2009,17.0,27.0,42.5,44.0,over
2009,20.0,17.0,45.5,37.0,under
2009,38.0,17.0,56.5,55.0,under
2009,13.0,19.0,37.0,32.0,under
2009,30.0,17.0,49.0,47.0,under
2009,7.0,34.0,43.5,41.0,under
2009,16.0,6.0,40.0,22.0,under
2009,17.0,9.0,41.0,26.0,under
2009,23.0,13.0,42.0,36.0,under
2009,23.0,30.0,42.5,53.0,over
2009,27.0,17.0,47.0,44.0,under
2009,23.0,18.0,47.5,41.0,under
2009,13.0,44.0,39.0,57.0,over
2009,22.0,21.0,46.5,43.0,under
2009,31.0,24.0,45.5,55.0,over
2009,24.0,27.0,37.0,51.0,over
2009,20.0,17.0,41.5,37.0,under
2009,30.0,33.0,47.0,63.0,over
2009,27.0,14.0,43.0,41.0,under
2009,13.0,6.0,34.5,19.0,under
2009,23.0,26.0,50.0,49.0,under
2009,48.0,3.0,40.5,51.0,over
2009,14.0,21.0,42.0,35.0,under
2009,17.0,20.0,48.5,37.0,under
2009,34.0,7.0,45.0,41.0,under
2009,28.0,16.0,43.5,44.0,over
2009,10.0,14.0,43.0,24.0,under
2009,10.0,16.0,38.0,26.0,under
2009,30.0,10.0,42.5,40.0,under
2009,20.0,10.0,43.5,30.0,under
2009,38.0,45.0,42.5,83.0,over
2009,13.0,34.0,37.5,47.0,over
2009,3.0,26.0,36.5,29.0,under
2009,47.0,7.0,40.0,54.0,over
2009,24.0,9.0,45.0,33.0,under
2009,31.0,35.0,43.5,66.0,over
2009,17.0,24.0,53.5,41.0,under
2009,31.0,7.0,39.0,38.0,under
2009,10.0,17.0,41.0,27.0,under
2009,26.0,7.0,43.0,33.0,under
2009,19.0,20.0,37.0,39.0,over
2009,24.0,31.0,47.0,55.0,over
2009,34.0,41.0,37.0,75.0,over
2009,7.0,10.0,35.5,17.0,under
2009,27.0,13.0,41.0,40.0,under
2009,37.0,36.0,41.0,73.0,over
2009,27.0,24.0,43.5,51.0,over
2009,7.0,24.0,39.0,31.0,under
2009,13.0,16.0,43.5,29.0,under
2009,27.0,24.0,43.0,51.0,over
2009,12.0,45.0,43.5,57.0,over
2009,17.0,42.0,48.0,59.0,over
2009,31.0,10.0,43.5,41.0,under
2009,31.0,3.0,40.0,34.0,under
2009,17.0,10.0,39.5,27.0,under
2009,23.0,9.0,37.0,32.0,under
2009,48.0,10.0,43.5,58.0,over
2009,15.0,29.0,40.5,44.0,over
2009,20.0,27.0,47.0,47.0,push
2009,35.0,7.0,44.5,42.0,under
2009,17.0,20.0,48.5,37.0,under
2009,9.0,41.0,43.0,50.0,over
2009,30.0,27.0,43.0,57.0,over
2009,23.0,20.0,43.0,43.0,push
2009,20.0,6.0,41.0,26.0,under
2009,0.0,17.0,42.0,17.0,under
2009,36.0,30.0,42.0,66.0,over
2009,7.0,33.0,44.0,40.0,under
2009,30.0,7.0,32.0,37.0,over
2009,23.0,10.0,41.0,33.0,under
2009,23.0,17.0,35.0,40.0,over
2009,24.0,0.0,47.0,24.0,under
2009,24.0,44.0,38.0,68.0,over
2009,23.0,37.0,44.5,60.0,over
2009,34.0,27.0,47.0,61.0,over
2009,24.0,30.0,46.0,54.0,over
2009,44.0,7.0,48.0,51.0,over
2009,37.0,0.0,33.5,37.0,over
2009,13.0,21.0,39.0,34.0,under
2009,23.0,20.0,39.0,43.0,over
2009,13.0,17.0,45.0,30.0,under
2009,6.0,28.0,39.5,34.0,under
2009,10.0,20.0,41.5,30.0,under
2009,14.0,24.0,34.5,38.0,over
2009,34.0,14.0,46.0,48.0,over
2009,51.0,45.0,48.0,96.0,over
2009,14.0,33.0,44.0,47.0,over
2009,20.0,3.0,44.0,23.0,under
2009,45.0,14.0,57.0,59.0,over
2009,34.0,3.0,45.0,37.0,under
2009,14.0,17.0,42.5,31.0,under
2009,30.0,17.0,40.5,47.0,over
2009,31.0,28.0,54.0,59.0,over
2009,17.0,31.0,57.0,48.0,under
2010,14.0,9.0,49.5,23.0,under
2010,10.0,15.0,39.0,25.0,under
2010,19.0,14.0,45.0,33.0,under
2010,34.0,24.0,48.0,58.0,over
2010,24.0,17.0,41.5,41.0,under
2010,38.0,24.0,45.0,62.0,over
2010,31.0,18.0,41.0,49.0,over
2010,20.0,27.0,48.0,47.0,under
2010,15.0,9.0,39.5,24.0,under
2010,31.0,6.0,37.0,37.0,push
2010,13.0,17.0,39.5,30.0,under
2010,17.0,14.0,37.0,31.0,under
2010,38.0,13.0,40.0,51.0,over
2010,13.0,7.0,40.0,20.0,under
2010,21.0,14.0,45.5,35.0,under
2010,9.0,10.0,36.5,19.0,under
2010,41.0,7.0,43.5,48.0,over
2010,7.0,20.0,37.5,27.0,under
2010,15.0,10.0,39.5,25.0,under
2010,14.0,16.0,38.0,30.0,under
2010,20.0,27.0,41.5,47.0,over
2010,31.0,14.0,41.0,45.0,over
2010,32.0,35.0,41.0,67.0,over
2010,34.0,7.0,43.0,41.0,under
2010,38.0,14.0,48.5,52.0,over
2010,10.0,14.0,41.0,24.0,under
2010,28.0,14.0,39.5,42.0,over
2010,16.0,14.0,37.5,30.0,under
2010,38.0,13.0,45.0,51.0,over
2010,11.0,19.0,37.0,30.0,under
2010,27.0,30.0,42.5,57.0,over
2010,22.0,25.0,43.5,47.0,over
2010,24.0,23.0,39.0,47.0,over
2010,24.0,17.0,36.5,41.0,over
2010,7.0,20.0,37.0,27.0,under
2010,13.0,27.0,47.0,40.0,under
2010,13.0,27.0,47.5,40.0,under
2010,3.0,28.0,45.0,31.0,under
2010,31.0,10.0,38.0,41.0,over
2010,23.0,31.0,36.0,54.0,over
